course_code,course_name,number_of_units,is_offered_in_sem1,is_offered_in_sem1
PLS8002B,Cultivating the Self,1,True,True
PLS8003,Cultivating Resilience,1,True,True
PLS8004,Optimizing Performance,1,True,True
PLS8005,Elevating Interpersonal Communication,1,True,True
PM5000,Dissertation,8,True,True
PM5101,Project Management,4,False,True
PM5103,Contract Management,4,True,False
PM5105,Development Finance,4,False,True
PM5106,Design Management,4,True,False
PM5107,Time and Cost Management,4,False,True
PM5109,Project Management Law,4,False,True
PM5111,Special Topics in Project Management,4,True,True
PM5112,Research Methods,4,True,False
PM5113,Managing Projects using BIM,4,True,False
PM5114,Managing Complex Projects,4,True,False
PM5115,Project Finance Contracts and Agreements,4,False,True
PM5118,Case Studies in Infrastructure Planning,4,True,False
PP5031,Industrialisation and Growth,1,False,True
PP5032,Financial Globalisation and Financial Development,1,False,True
PP5033,"Monetary, Exchange Rate Policy and Reserves",1,False,True
PP5034,Regionalism in Asia: Free Trade Agreements and Beyond,1,False,True
PP5105,Cost Benefit Analysis in Public Policy,4,False,True
PP5110A,Policy Analysis Exercise,4,False,True
PP5137,Introduction to Public Management,4,True,False
PP5146,"Decentralization, Governance & Sustainable Development",4,False,False
PP5165,Markets and Growth,4,True,False
PP5168,Public Service Leadership,4,True,True
PP5174,International Politics: The Rules of the Game,4,True,False
PP5179,Environmental Social Science,4,True,False
PP5191,"Public Administration, Technology and Innovation",4,False,True
PP5203,Behavioral Economics and Public Policy,4,True,False
PP5231,Ethics and Global Governance,4,True,False
PP5234,Economics of Developing Countries,4,True,False
PP5266,Global Health Policy and Issues,4,False,True
PP5269,Environmental Economics and Public Policy,4,True,False
PP5269M,Environmental Economics and Public Policy,4,True,False
PP5274,Financial Management for Policy Makers,4,False,False
PP5278,Health Economics and Public Policy,4,True,False
PP5288,Labour Market Issues and Public Policy,4,True,False
PP5291,Security in Asia-Pacific,4,True,False
PP5401,Policy Challenges,4,False,True
PP5406,Methods and Tools for Policy Analysis 1,4,True,False
PP5407,Advanced Research Methods for Public Policy,4,False,True
PP5408,Methods and Tools for Policy Analysis 2,4,False,True
PP5409,Foundations of Public Policy,4,True,False
PP5410,Working with clients: PAE Basics,4,True,False
PP5504,Financial Management for Public Organisations,4,True,True
PP5509,Pensions and Retirement Policies,4,True,False
PP5512,US-China Relations and Great Power Policy Making,4,False,True
PP5514,ASEAN and Regionalism in Southeast Asia,4,False,True
PP5516,Practical Political Risk Analysis,4,True,False
PP5530,Introduction to Coding for Public Policy using Python,4,True,False
PP5534,Geopolitics of Heritage,4,True,False
PP5538,Digital Technologies and Public Policy,4,True,False
PP5539,Economic Development in the age of paradigm shifts,4,True,False
PP5541,Policies for Healthy Cities,4,True,False
PP5542,Economics of Aging,4,True,False
PP5701,Economic Applications for Public Organizations,4,True,True
PP5702,Public Administration in Theory and Practice,4,False,True
PP5704,Policy Analysis and Programme Evaluation,4,True,False
PP5705,Comparative Public Policy and Management: Singapore and Asia,4,True,False
PP5717,Political Economy of East Asia,4,True,False
PP5724,Leadership Development,4,True,False
PP5728,Technology and Innovation Policy,4,True,False
PP5729,Public Sector Communications,4,True,False
PP5730,Strategic Co-opetition Policy & Supply Chain Deployment,4,True,False
PP5731,"Environment, Energy and Resource Policy",4,True,False
PP5801,Economic Analysis,4,True,False
PP5802,Policy Analysis,4,True,True
PP5804,Governance Study Project,4,False,True
PP5901,International Relations: Theory and Practice,4,True,False
PP5902,"International Security - Concepts, Issues & Policies",4,True,True
PP5904,Research Methods in International Affairs,4,True,False
PP5905,Foreign Policy Analysis,4,True,False
PP5906,International Economic Development,4,False,True
PP5908,Global Governance in a Changing World,4,False,True
PP5909,Geopolitics of the Asia-Pacific,4,False,True
PP5910,MIA Thesis,8,False,True
PP5911,MIA Capstone Project,8,False,True
PP6702,Foundations of Public Policy: Theories and Methods,4,False,True
PP6703,Foundations of Public Administration,4,True,False
PP6704,The Economics of Public Policy,4,False,True
PP6705,The Politics of Public Policy,4,False,True
PP6706,Quantitative Methods for Public Policy Research,4,True,False
PP6707,Qualitative Methods for Public Policy Research,4,True,False
PR1150,Professional Identity and Skills Development I,4,True,True
PR1152,Pharmacy Foundations: Science & Therapeutics I,6,True,False
PR1153,Pharmacy Foundations: Science & Therapeutics II,4,False,True
PR1154,Pharmacy Foundations: Science and Therapeutics III,6,True,False
PR2150,Professional Identity and Skills Development II,4,True,True
PR2151,Applied Patient Care Skills II,4,True,True
PR2152,Gastrointestinal System: Science & Therapeutics,6,True,False
PR2153,Cardiovascular System: Science & Therapeutics,6,True,False
PR2154,Respiratory System: Science & Therapeutics,6,False,True
PR2155,Hepatic and Renal Systems: Science & Therapeutics,6,False,True
PR2156,Integumentary & Ocular Systems: Science and Therapeutics,4,False,True
PR2288,Basic UROPS in Pharmacy I,4,True,True
PR2289,Basic UROPS in Pharmacy II,4,True,True
PR3150,Professional Identity and Skills Development,4,True,True
PR3151,Infection: Optimising Prevention & Treatment,6,True,False
PR3152,Immune & Endocrine Systems: Science & Therapeutics,6,True,False
PR3153,Central Nervous System: Science & Therapeutics,6,False,True
PR3154,Haematological & Musculoskeletal Systems: Science & Therapeutics,6,False,True
PR3288,Advanced UROPS in Pharmacy I,4,True,True
PR3289,Advanced UROPS in Pharmacy II,4,True,True
PR3313,Undergraduate Professional Internship Programme Extended,12,True,False
PR4138,Pharmacy Professional Skills Development IV,2,True,False
PR4150,Professional Identity and Skills Development IV,4,True,True
PR4151,Leading the Future of Pharmacy,2,False,True
PR4152,Integrated Management of Multi-Morbid Patients,4,False,True
PR4153,Introduction to Pharmacoeconomics,2,False,True
PR4191,SCI-PhI Project,8,True,True
PR4192,Direct Patient Care Internship,8,True,False
PR4193,Indirect and Specialty Patient Care Internship,8,True,False
PR4195,"Scientific Evaluation, Analysis and Communication",12,True,False
PR4198A,Pharmacy Internship II,5,True,False
PR4204,Special Drug Delivery,4,True,False
PR4205,Bioorganic Principles of Medicinal Chemistry,4,True,False
PR4207,Applied Pharmacokinetics and Toxicokinetics,4,False,True
PR5113,Clinical Pharmacokinetics & Therapeutic Drug Monitoring,4,False,True
PR5130,Advanced Pharmacotherapy I,2,False,True
PR5131,Advanced Pharmacotherapy II,2,True,False
PR5131A,Advanced Pharmacotherapy IIA,2,False,True
PR5132,Advanced Pharmacotherapy III,2,True,False
PR5132A,Advanced Pharmacotherapy IIIA,2,False,True
PR5133,Advanced Pharmacotherapy in Special Populations,2,True,False
PR5134,Advanced Skills in Pharmacy Practice,4,True,False
PR5134A,Physical Assessment and Diagnostic Tests for Advanced Pharmacy Practice,2,False,True
PR5135,Foundations in Advanced Pharmacy Practice,4,True,False
PR5136,Seminar and Teaching,4,True,True
PR5137,Advanced Pharmacotherapy in Geriatrics,2,False,True
PR5150,Ambulatory Care Clerkship,5,True,True
PR5151,Acute Care Medicine Clerkship,5,True,True
PR5152,Adult General Medicine Clerkship,5,True,True
PR5153,Critical Care Clerkship,5,True,True
PR5154,Drug Information Clerkship,5,True,True
PR5198,Graduate Seminar Module in Pharmacy,4,False,True
PR5211,Pharmaceutical and Biomedical Analysis,4,True,False
PR5213,Pharmaceutical Process Validation,4,True,False
PR5214,Advances in Solid Pharmaceutical Formulations,4,True,False
PR5216,Advances in Drug Delivery,4,False,True
PR5217,Formulation Science,4,True,False
PR5218,Methodologies in Product Development,4,False,True
PR5219,Product Development & Quality Management,4,False,True
PR5220,Bioprocess Technology,4,True,False
PR5224,Pharmacoepidemiology,4,True,False
PR5225,Preformulation Science,4,False,True
PR5230A,Pharmacoeconomics,2,False,True
PR5234A,Concepts in Pharmacogenomics,2,True,False
PR5237,Management of Older Patients,2,False,True
PR5238,Advanced Community Case Studies,4,False,True
PR5239,Clinical Pharmacy Research Project,12,True,True
PR5250,Elective Clerkship I,5,True,True
PR5251,Elective Clerkship II,5,True,True
PR5252,Elective Clerkship III,5,True,True
PR5253,Elective Clerkship IV,5,True,True
PR5299,Research Project in Pharmaceutical Innovation,8,True,True
PR5304,Fundamental Topics in Pharmaceutical Science,4,False,True
PS1101E,Introduction to Politics,4,True,True
PS2204,Modern Western Political Thought,4,False,True
PS2237,Introduction to International Relations,4,True,False
PS2238,International Politics of Northeast Asia,4,True,False
PS2240,Introduction to Public Administration,4,True,False
PS2244,Public Administration in Singapore,4,False,True
PS2249,Government and Politics of Singapore,4,True,True
PS2251,The Region in the Postcolonial World,4,False,True
PS2255,Politics of the Middle East,4,True,False
PS2257,Contemporary African Politics,4,False,True
PS2258,Introduction to Political Theory,4,True,False
PS3225,Political Islam,4,False,True
PS3232,Democratic Theory,4,True,False
PS3236,Ethnicity and Religion in Asian Politics,4,False,True
PS3237,Women and Politics,4,True,False
PS3240,International Security,4,False,True
PS3249,Singapore's Foreign Policy,4,False,True
PS3251,International Organisations,4,False,True
PS3252,Human Rights in International Politics,4,True,False
PS3257,Political Inquiry,4,True,True
PS3262,Managing Non-Profit Organisations,4,False,True
PS3265,Civil-Military Relations,4,True,False
PS3271,Public Policy-Making,4,True,False
PS3273,Singapore Politics in Comparative Perspective,4,True,False
PS3275,Regimes in Transition,4,False,True
PS3276,Comparative Political Behaviour,4,True,False
PS3311,International Ethics,4,True,False
PS3312,World Orders,4,False,True
PS3550,Political Science Internship,4,True,True
PS3551,FASS Undergraduate Research Opportunity (UROP ),4,True,True
PS3880G,Topics in PS: Research Design and Methods,4,False,False
PS4201,Contemporary Political Theory,4,True,False
PS4201HM,Contemporary Political Theory,5,True,False
PS4203,China's Foreign Policy,4,True,False
PS4203HM,China's Foreign Policy,5,True,False
PS4209,Public Organisation Theory and  Practice,4,True,False
PS4209HM,Public Organisation Theory and  Practice,5,True,False
PS4218,European Foreign Policy,4,False,True
PS4218HM,European Foreign Policy,5,False,True
PS4219,Comparative Political Thought,4,False,True
PS4219HM,Comparative Political Thought,5,False,True
PS4220,Rhetoric and Politics,4,False,True
PS4220HM,Rhetoric and Politics,5,False,True
PS4229,The Politics of Knowledge,4,True,False
PS4229HM,The Politics of Knowledge,5,True,False
PS4234,Identity Politics,4,False,True
PS4234HM,Identity Politics,5,False,True
PS4237,Capitalism and Political Theory,4,False,True
PS4237HM,Capitalism and Political Theory,5,False,True
PS4308,"Economic Interest, Identities, and Voting Behavior",4,True,False
PS4308HM,"Economic Interest, Identities, and Voting Behavior",5,True,False
PS4311,International Relations in Political Thought,4,True,False
PS4311HM,International Relations in Political Thought,5,True,False
PS4401,Honours Thesis,8,True,True
PS4401HM,Honours Thesis,15,True,True
PS4660,Independent Study,4,True,True
PS4660HM,Independent Study,5,True,True
PS4881B,Topics in CP: Malaysian Politics,4,False,True
PS4881BHM,Topics in CP: Malaysian Politics,5,False,True
PS4881C,Topics in CP: The Politics of Labour and Labouring,4,False,True
PS4881CHM,Topics in CP: The Politics of Labour and Labouring,5,False,True
PS4881G,Topics in CP: Politics of the Korean Peninsula,4,True,False
PS4881GHM,Topics in CP: Politics of the Korean Peninsula,5,True,False
PS4882A,"Topics in IR: Globalisation, Security and the State",4,True,False
PS4882AHM,"Topics in IR: Globalisation, Security and the State",5,True,False
PS4882D,Topics in IR: Politics of Global Migration,4,True,False
PS4882DHM,Topics in IR: Politics of Global Migration,5,True,False
PS4882H,Topics in IR: Food Politics,4,False,True
PS4882HHM,Topics in IR: Food Politics,5,False,True
PS4883A,Topics in PT: Orientalism and Femininity,4,False,True
PS4883AHM,Topics in PT: Orientalism and Femininity,5,False,True
PS4884,Topics in Public Administration,4,True,False
PS4884HM,Topics in Public Administration,5,True,False
PS5111,Research Design in Political Science,4,True,False
PS5111R,Research Design in Political Science,5,True,False
PS5312,Seminar in Comparative Politics,4,True,False
PS5312R,Seminar in Comparative Politics,5,True,False
PS5314,Seminar in International Relations,4,True,False
PS5314R,Seminar in Int'l Relations,5,True,False
PS5316,Seminar in Public Administration,4,False,True
PS5316R,Seminar in Public Administration,5,False,True
PS5506,Globalization and Public Governance,4,False,True
PS5506R,Globalization and Public Governance,5,False,True
PS5602,Introduction to Quantitative Methods,4,False,True
PS5602R,Introduction to Quantitative Methods,5,False,True
PS6603,Topics in Research Methods,4,False,False
PS6660,Independent Study,4,True,True
QF1100,Introduction to Quantitative Finance,4,True,True
QF2103,Computing for Quantitative Finance,4,False,True
QF2104,Fundamentals of Quantitative Finance,4,True,True
QF2310,FOS Undergraduate Professional Internship Programme 1ST,4,False,False
QF2312,FOS Undergraduate Professional Internship Programme 2S1,12,True,False
QF2313,FOS Undergraduate Professional Internship Programme 2S2,12,False,True
QF3101,Investment Instrument and Risk Management,4,False,True
QF3103,Advanced Mathematics in Quantitative Finance,4,False,True
QF3310,FOS Undergraduate Professional Internship Programme 2ST,4,False,False
QF3312,FOS Undergraduate Professional Internship Programme 3S1,12,True,True
QF3313,FOS Undergraduate Professional Internship Programme 3S2,12,True,True
QF4102,Financial Modelling and Computation,4,True,False
QF4103,Mathematical Models of Financial Derivatives,4,True,False
QF4199,Honours Project in Quantitative Finance,12,True,True
QF4310,FOS Undergraduate Professional Internship Programme 3ST,4,False,False
QF5201,Interest Rate Theory and Credit Risk,4,False,False
QF5202,Structured Products,4,False,True
QF5202A,Structured Products,4,False,False
QF5203,Risk Management,4,False,True
QF5203A,Risk Management,4,False,True
QF5204,Numerical Methods in Quantitative Finance,4,False,True
QF5205,Topics in Quantitative Finance I,4,True,False
QF5206,Topics in Quantitative Finance II,4,True,False
QF5206A,Topics in Quantitative Finance II,4,True,False
QF5207,Investment and Portfolio Selection,4,False,False
QF5208,AI and FinTech,4,False,True
QF5209,Financial Derivatives: Modelling and Computation,4,True,False
QF5210,Financial Time Series: Theory and Computation,4,True,False
QF5211,Monte Carlo Methods in Quantitative Finance,4,False,True
QF5212,Introduction to Quantitative Finance,4,True,False
QF5212A,Introduction to Quantitative Finance,4,True,False
QF5213,Financial Management,4,True,False
QF5311,Advanced Methods in Risk Management,4,False,False
QF5314,Basic Mathematics in Finance,4,True,False
QF5315,Selected Topics in FinTech,4,False,True
QF5401,Graduate Internship in Quantitative Finance I,4,True,True
QT5101,Quantum measurements and statistics,4,True,False
QT5198,Graduate Seminar in Quantum Information,4,False,True
QT5201M,Quantum State Estimation,4,True,False
QT5201S,Quantum Electronics,4,True,False
RE1701,Urban Land Use and Development,4,False,True
RE1702,Real Estate Data Analytics,4,True,False
RE1703,Principles of Law for Real Estate,4,True,True
RE1704,Principles of Real Estate Economics,4,True,True
RE1705,Real Estate Finance and Accounting,4,True,True
RE1706,Design and Construction,4,False,True
RE1901,Real Estate Wealth Management,4,False,True
RE2701,Urban Planning,4,True,False
RE2702,Land Law,4,True,True
RE2704,Introduction to Real Estate Valuation,4,False,True
RE2705,Urban Economics,4,True,True
RE2706,Real Estate and Infrastructure Finance,4,False,True
RE2707,Asset and Property Management,4,True,True
RE2708,Computational Thinking and Programming for Real Estate,4,True,False
RE2801,Research Methodology in Real Estate,4,False,True
RE3000,Work Experience Internship,4,False,False
RE3701,Real Estate Investment Analysis,4,True,True
RE3702,Property Tax and Statutory Valuation,4,True,False
RE3703,Advanced Real Estate Economics,4,True,True
RE3704,Real Estate Marketing,4,True,True
RE3802,Real Estate Finance Law,4,False,True
RE3803,Strategic Asset Management,4,True,False
RE3804,Real Estate Development Law,4,False,True
RE3805,Corporate Investment in Real Estate,4,False,True
RE3806,Advanced Real Estate Valuation,4,False,True
RE3807,Corporate Finance for Real Estate,4,True,False
RE3901,Advanced Urban Planning,4,True,False
RE3902,Housing Markets and Policies,4,False,True
RE3903,GIS for Real Estate,4,False,True
RE4701,Real Estate Development,4,True,False
RE4702,Professional Practice and Ethics,4,True,False
RE4711,FYP Dissertation,8,True,True
RE4712,FYP Academic Exercise,4,True,True
RE4801,Real Estate Internship Programme,4,False,False
RE4803,REIT and Business Trust Management,4,True,False
RE4804,Real Estate Securitisation,4,True,False
RE4805,International Real Estate Development and Investment,4,False,True
RE4806,Real Estate Finance Seminar,4,False,True
RE4807,Real Estate Risk Analysis and Management,4,False,True
RE4808,Urban Challenges and Policies,4,False,True
RE5000,Dissertation,8,True,True
RE5001,Real Estate Development,4,True,False
RE5003,Real Estate Investment,4,False,True
RE5004,Real Estate Economics,4,True,False
RE5005,Real Estate Finance,4,False,True
RE5006,Portfolio and Asset Management,4,False,True
RE5009,Real Estate Appraisal,4,True,False
RE5011,Asian Real Estate Markets and Field Study,8,False,True
RE5013,Urban Policy & Real Estate Market,4,True,False
RE5014,Real Estate Investment Trusts & Property Funds,4,True,False
RE5016,Real Estate Securitisation,4,False,True
RE5020,Sustainable Real Estate Development & Investment,4,False,True
RE5770,Graduate Seminar,4,False,True
RE6005,Real Estate Economics Research Seminar,4,False,True
RE6007,Research Topics in Real Estate,4,False,True
RE6770,Phd Seminar,4,False,True
RVC1000,How in the world do we get along?,4,True,False
RVC1001,The Rocky Road to SDGs,4,True,False
RVN2000,Engaging Communities in Sustainability,4,True,False
RVN2001,The Great Extinction: rewilding and conservation,4,True,False
RVN2002,Wild Asia: Conservation Matters,4,True,False
RVSS1000,Exploring Sense of Place,4,True,False
RVSS1001,"Imagining Wakanda: Cities for work, life, and play",4,True,False
RVSS1002,Feeding the belly of a nation,4,True,False
RVX1000,Citizen Speak: Persuasion and Polarization in Society,4,True,True
RVX1001,Science Fiction and Society,4,True,True
RVX1002,What do you mean? Meaning & Communication in Intercultural contexts,4,True,True
RVX1003,Print to Screen: Analysing Film Adaptation,4,False,True
RVX1004,"Cultural Expressions of Science, Technology and Warfare",4,True,False
SA4101,Software Analysis and Design,6,True,True
SA4101C,Software Analysis and Design,6,True,False
SA4102,Enterprise Solutions Design and Development,8,True,True
SA4102C,Enterprise Solutions Design and Development,8,True,False
SA4104,Digital Product Management,4,True,False
SA4105,Web Application Development,6,True,False
SA4106,AD Project,6,True,True
SA4107,Industrial Attachment Project,12,True,False
SA4108,Mobile Application Development,6,True,True
SA4110,Machine Learning Application Development,6,True,False
SA4110C,Machine Learning Application Development,6,False,True
SC1101E,Making Sense of Society,4,True,True
SC2101,Methods of  Social Research,4,False,True
SC2202,Sociology of Work,4,False,True
SC2204,Social Inequalities : Who Gets Ahead?,4,True,False
SC2205,Sociology of Family,4,True,False
SC2208,Baby or No Baby: Population Dynamics at a Crossroads,4,False,True
SC2209,"Money, Business and Social Networks",4,True,False
SC2211,Medical Sociology,4,False,True
SC2212,Sociology of Deviance,4,False,True
SC2217,Travel Matters,4,False,True
SC2220,Gender Studies,4,True,False
SC2222,Sports and Society,4,True,False
SC2227,Sociology of Religion,4,True,False
SC3101,Social Thought & Social Theory,4,True,True
SC3203,Race and Ethnic Relations,4,True,False
SC3205,Sociology of Power:Who Gets to Rule?,4,False,True
SC3206,Urban Sociology,4,True,False
SC3208,Religion in Society & Culture,4,False,True
SC3209,Data Analysis in Social Research,4,True,False
SC3211,"Science, Technology & Society",4,True,False
SC3213,Visual Ethnography: Theory and Practice,4,False,True
SC3216,Self and Society,4,True,False
SC3219,Sexuality in Comparative Perspective,4,True,False
SC3221,Qualitative Inquiry,4,False,True
SC3222,Social Transformations in Modern China,4,False,True
SC3225,Social Capital,4,False,True
SC3226,Markets and Society,4,True,False
SC3227,Modernity and Social Change,4,False,True
SC3228,Senses and Society,4,True,True
SC3230,Volunteer Workforce,4,False,True
SC3231,Facing the Climate Crisis of the Anthropocene,4,False,True
SC3550,Sociology Internship,4,False,False
SC3551,FASS Undergraduate Research Opportunity (UROP),4,True,True
SC4101,Practising Anthropology and Sociology,4,True,False
SC4101HM,Practising Anthropology and Sociology,5,True,False
SC4202,Reading Ethnographies,4,True,False
SC4202HM,Reading Ethnographies,5,True,False
SC4203,Sociology of Organizations,4,True,False
SC4203HM,Sociology of Organizations,5,True,False
SC4204,Social Policy & Social Planning,4,True,False
SC4204HM,Social Policy & Social Planning,5,True,False
SC4205,Sociology of Language & Communication,4,False,True
SC4205HM,Sociology of Language & Communication,5,False,True
SC4206,Urban Anthropology,4,False,True
SC4206HM,Urban Anthropology,5,False,True
SC4210,Sociology of Migration,4,False,True
SC4210HM,Sociology of Migration,5,False,True
SC4211,Tourism and Culture: A Global Perspective,4,True,False
SC4211HM,Tourism and Culture: A Global Perspective,5,True,False
SC4212,Social Memory,5,False,True
SC4212HM,Social Memory,5,False,True
SC4218,"Religions, Secularity, Post-Secularity",5,True,False
SC4218HM,"Religions, Secularity, Post-Secularity",5,True,False
SC4219,Social Origins and Consequences of Financial Crises,4,True,False
SC4219HM,Social Origins and Consequences of Financial Crises,5,True,False
SC4220,Aging and Health,4,True,False
SC4220HM,Aging and Health,5,True,False
SC4221,Comparative Analysis of Human Rights,4,False,True
SC4221HM,Comparative Analysis of Human Rights,5,False,True
SC4222,Body and Society,4,True,False
SC4222HM,Body and Society,5,True,False
SC4223,Health and Social Behaviour,4,False,True
SC4223HM,Health and Social Behaviour,5,False,True
SC4224,Welfare and Social Justice,4,False,True
SC4224HM,Welfare and Social Justice,5,False,True
SC4228,Making Sense of Violence,4,True,False
SC4228HM,Making Sense of Violence,5,True,False
SC4401,Honours Thesis,8,True,True
SC4660,Independent Study,4,True,True
SC4880C,Cultural heritage: The Politics of Protecting the Past,4,False,True
SC4880CHM,Cultural heritage: The Politics of Protecting the Past,5,False,True
SC4880D,"Policing and Security: Past, Present and Future",4,False,True
SC4880DHM,"Policing and Security: Past, Present and Future",5,False,True
SC4881,Selected Topics in Health & Society,4,False,True
SC4881HM,Selected Topics in Health & Society,5,False,True
SC4882,Issues in State and Society,5,False,True
SC4882HM,Issues in State and Society,5,False,True
SC5101,Graduate Research Methods,4,True,False
SC5102,Quantitative Data Analysis,4,False,True
SC5103,Qualitative Data Analysis,4,True,False
SC5103R,Qualitative Data Analysis,5,True,False
SC5205,Social Policy Analysis,4,False,True
SC5218,Population Studies,4,True,False
SC5218R,Population Studies,5,True,False
SC5223,Social Networks,4,False,True
SC5770,Graduate Research Seminar for Masters students,4,True,False
SC6102,Sociological Theory,4,False,True
SC6212,Global Transformations,4,False,True
SC6224,Producing Ethnography,4,True,False
SC6660,Independent Study,4,True,True
SC6770,Graduate Research Seminar,4,True,False
SDM5990,Sdm Research Project,8,False,True
SE1101E,The Lands Below the Winds: Southeast Asia in the World,4,True,True
SE2213,Democratisation in Southeast Asia,4,False,True
SE2214,Beyond the Frame: Arts and Lives in Southeast Asia,4,True,False
SE2217,War and Southeast Asia,4,True,False
SE2218,Changing Economic Landscape of SE Asia,4,False,False
SE2221,Old and New Music in Southeast Asia,4,False,True
SE2224,Unmasked! An Introduction to Traditional Dance in SEA,4,True,False
SE2225,Forbidden Pleasures: Vice in Southeast Asia,4,False,True
SE2230,Modern Southeast Asia Through Film,4,False,True
SE3211,"Religion, Society & Politics in SE Asia",4,False,True
SE3214,Heritage and Heritagescapes in Southeast Asia,4,True,False
SE3219,Country Studies: Island Southeast Asia,4,False,True
SE3224,Thai Drawing and Painting,4,False,True
SE3226,Hard at work: the changing face of labour in SEA,4,False,True
SE3232,Death and Dying in Southeast Asia,4,True,False
SE3233,Martial Arts in Southeast Asia,4,False,True
SE3550,Southeast Asian Studies Internship,4,True,True
SE4101,Southeast Asia Studies: Theory and Practice,4,True,False
SE4101HM,Southeast Asia Studies: Theory and Practice,5,True,False
SE4212,Elites of Southeast Asia,4,True,False
SE4212HM,Elites of Southeast Asia,5,True,False
SE4218,Majorities and Minorities in SE Asia,4,False,True
SE4218HM,Majorities and Minorities in SE Asia,5,False,True
SE4225,The Cold War in Southeast Asia,4,True,False
SE4225HM,The Cold War in Southeast Asia,5,True,False
SE4227,Nationalism in Southeast Asia,4,True,False
SE4227HM,Nationalism in Southeast Asia,5,True,False
SE4401,Honours Thesis,8,True,True
SE4401HM,Honours Thesis,15,True,True
SE4660,Independent Study,4,True,True
SE4660HM,Independent Study,5,True,True
SE5660,Independent Study,4,True,True
SE6660,Independent Study,4,True,True
SE6770,Graduate Research Seminar,4,False,True
SEA5101,"History, Politics and Economics of Modern Southeast Asia",4,True,False
SEA5102,Societies and Cultures of Southeast Asia,4,True,False
SEA5201,Politics of Environment in Southeast Asia,4,True,False
SEA5203,Natural Disasters in Southeast Asia,4,False,True
SEA5211,Landscapes of Southeast Asia,4,False,True
SEA5212,Arts in Southeast Asia,4,True,False
SEA5213,Food History of Southeast Asia,4,True,False
SEA5223,Southeast Asia and Regionalism,4,False,True
SEA5224,Political Economy of Southeast Asia,4,False,True
SEA5232,Country Studies: Thailand,4,False,True
SEA5233,Country Studies: Indonesia,4,False,True
SEA5234,Country Studies: The Philippines,4,True,False
SEA5237,Country Studies: Vietnam,4,True,False
SEA5301B,Masterclass,2,True,True
SEA5302B,Field Trip,2,False,True
SEA5401,Thesis,8,True,True
SEA5660,Independent Study,4,True,True
SH5001,Fundamentals in Process Safety,4,False,True
SH5002,Fundamentals in Industrial Safety,4,True,False
SH5003,Fundamentals in Environmental Protection,4,False,True
SH5004,Fundamentals in Industrial Hygiene,4,True,False
SH5005,Risk Analysis & Safety Analytics,4,False,True
SH5101,Industrial Toxicology,4,False,True
SH5102,Occupational Ergonomics,4,False,True
SH5103,Biosafety and Biosecurity,4,True,False
SH5104,Occupational Health,4,True,False
SH5105,Noise and Other Physical Hazards,4,False,True
SH5106,Radiation Safety,4,False,True
SH5107,Industrial Ventilation,4,True,False
SH5109,Biostatistics and Epidemiology,4,False,True
SH5110,Chemical Hazard Evaluation,4,True,False
SH5201,Process Hazard Analysis,4,False,True
SH5202,Quantified Risk Analysis,4,False,True
SH5203,Resilience and Emergency Planning,4,True,False
SH5204,Industrial Safety Engineering,4,True,False
SH5205,Crisis and Incident Management,4,False,True
SH5206,Human Factors in Process Safety,4,True,False
SH5207,Process Safety Engineering,4,True,False
SH5208,Functional Safety for Process Industries,4,True,False
SH5209,Process Safety Digitalization,4,False,True
SH5401,"Safety, Health, Environment & Quality Management System",4,False,True
SH5402,Safety Leadership and Management Practices,4,True,False
SH5403,Independent Study,4,True,True
SH5404,Safety Health and Environmental Project,8,True,True
SH5405,Fire and Explosion Safety,4,True,False
SH5406,Research Methodology,4,True,False
SH5407,Sustainable Energy and Environment,4,False,True
SH5408,Electrical Safety,4,False,True
SH5409,Sustainability and Environmental Analysis,4,True,False
SH5666,"Industrial Safety, Health and Environment Practices",8,True,True
SLP5105,Impaired Functioning - Children 1,4,True,False
SLP5106,Impaired Functioning - Adults 1,4,True,False
SLP5107,Impaired Functioning - Children 2,4,True,False
SLP5108,Impaired Functioning - Adults 2,4,True,False
SLP5109,Professional Practice 2,6,True,False
SN1101E,"Discover South Asia: People, Culture, Development",4,True,True
SN2234,Gender and Society in South Asia,4,False,True
SN2275,Wicked Words: Contemporary Tamil Literature,4,False,True
SN2276,Islam: Society and Culture in South Asia,4,False,True
SN2277,Indian Communities in Southeast Asia,4,False,True
SN2278,Introduction to Sikhism,4,True,False
SN2280,"Marriage, Sex, Love in South Asia",4,True,False
SN2285,What’s Cooking: Food and Drink in South Asian Cultures,4,False,True
SN3223,International Relations of South Asia,4,True,False
SN3262,"The Struggle for India, 1920-1964",4,False,True
SN3274,South Asian Cinema,4,True,False
SN3282,Violence and Visual Cultures in South Asia,4,True,False
SN3550,Internship,4,True,True
SN4401,Honours Thesis,8,True,True
SN4401HM,Honours Thesis,15,True,True
SN4660,Independent Study,4,True,True
SN4660HM,Independent Study,5,True,True
SN5660,Independent Study,4,True,True
SN6660,Independent Study,4,True,True
SN6770,South Asia Graduate Research Seminar,4,False,True
SP1230,NUS H3 Science Research Programme,4,False,True
SP1541,Exploring Science Communication through Popular Science,4,True,True
SP2201,Agri-Science in Japan and Singapore,4,True,False
SP2251,Science at the Nanoscale,4,False,True
SP2271,Introduction to the Scientific Literature,4,True,False
SP2273,"Working on Interdisciplinary Science, Pythonically",4,False,True
SP2274,Engineering a Life-like Cell,4,True,False
SP2401,Science & Technology Industry Insights I,2,False,True
