course_code,prerequisite_str
IS4241,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ((COURSES (1) CS1010:D, CS1010E:D, CS1101S:D, CS1010J:D, CS1010S:D, CS1010X:D, CS1010FC:D AND (COURSES (1) IS1103FC:D, IS1103:D, IS1103X:D, IS1108:D OR COURSES (1) BT1101:D, EC2303:D, ST1131:D, DSA1101:D, DSE1101:D)) OR (COURSES (2) DAO2702:D, IT3010:D))"
IS4242,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ((COURSES (1) MA1312:D, MA1521:D, MA2002:D, MA1505:D OR COURSES (2) MA1511:D, MA1512:D) AND COURSES (1) ST2334:D, MA2216:D, MA2116:D, ST2131:D, ST2132:D AND COURSES (1) IS3106:D, BT3103:D)"
IS4243,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS3101:D, IS3103:D)"
IS4246,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) BT3103:D, IS3106:D AND COURSES (1) IS3103:D)"
IS4248,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) BT3103:D, IS3106:D)"
IS4250,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS1108:D, IS1103:D, IS1103X:D, IS1103FC:D)"
IS4261,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS3106:D, BT3103:D)"
IS4262,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS3106:D, BT3103:D)"
IS4301,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) IS2102:D, IS2103:D AND COURSES (1) IS1108:D, IS1103:D, EG2401:D, EG2401A:D)"
IS4302,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS2102:D, BT2102:D AND COURSES (1) CS1020:D, CS1020E:D, CS2020:D, CS2030:D, CS2030S:D, CS2103:D, CS2103T:D, CS2113:D, CS2113T:D)"
IS4303,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS2102:D)
IS5002,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS2102:D)
IS5003,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS2102:D)
IS5004,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS2102:D)
IS5005,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS3150:D)
IS5006,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES CS2109S:D
IS5007,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS4204:D)
IS5116,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS3103:D)
IS5117,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS3103:D)
IS5128,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS2102:D AND COURSES (1) IS3103:D)
IS5151,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS2107:D)
IS5152,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ST2334:D, ST1131:D)"
IT2002,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS1010:D, CS1010X:D, CS1010E:D, CS1010S:D, CS1010J:D, CS1101S:D)"
IT3010,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) DAO2702:D, CS1010S:D, CS1010X:D, CS1010FC:D, CS1010:D, CS1010E:D, CS1010J:D, CS1101S:D)"
JS2101,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) JS1101E:D)
JS2203,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAJ2201:D, LA2201JP:D, LAJ22%:D, LAJ32%:D, LAJ42%:D)"
JS3229,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAJ2202:D, LAJ2203:D, LAJ32%:D, LAJ42%:D)"
LA4702,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) AR3101:C,AR3101A:C
	AND
	COURSES (1) AR3102:C,AR3102A:C
)"
LAB2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAB1201:D)
LAB3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAB2201:D)
LAB3202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAB3201:D)
LAB4201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAB3202:D)
LAB4201HM,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAB3202:D)
LAB4202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAB4201:D, LAB4201HM:D)"
LAB4202HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAB4201:D, LAB4201HM:D)"
LAC2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAC1201:D)
LAC3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAC2201:D)
LAC3202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAC3201:D)
LAC4201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAC3202:D)
LAC4201HM,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAC3202:D)
LAC4202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAC4201:D, LAC4201HM:D)"
LAC4202HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAC4201:D, LAC4201HM:D)"
LAF2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF1201:D)
LAF3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF2201:D)
LAF3202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF3201:D)
LAF4201,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF3202:D, LAF3203:D)"
LAF4201HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF3202:D, LAF3203:D)"
LAF4202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF4201:D, LAF4201HM:D)"
LAF4202HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF4201:D, LAF4201HM:D)"
LAF4203,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF4202:D, LAF4202HM:D)"
LAF4203HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF4202:D, LAF4202HM:D)"
LAF4204,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF4202:D, LAF4202HM:D)"
LAF4204HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAF4202:D, LAF4202HM:D)"
LAG2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAG1201:D)
LAG3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAG2201:D)
LAG3202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAG3201:D)
LAG4201,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAG3202:D, LAG3203:D)"
LAG4201HM,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAG3202:D,LAG3203:D
)"
LAG4202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAG4201:D, LAG4201HM:D)"
LAG4202HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAG4201:D, LAG4201HM:D)"
LAH2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAH1201:D)
LAH3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAH2201:D)
LAH3202,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAH3201:D
)"
LAH4201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAH3202:D)
LAH4201HM,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAH3202:D
)"
LAH4202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) LAH4201:D )
LAH4202HM,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) LAH4201:D )
LAJ2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAJ1201:D)
LAJ2202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAJ2201:D)
LAJ2203,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAJ2202:D)
LAJ3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAJ2203:D)
LAJ3202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAJ3201:D, LAJ3203:D)"
LAJ3204,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAJ3203:D,LAJ3201:D
)"
LAJ4203,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAJ3202:D, LAJ3204:D)"
LAJ4203HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAJ3202:D, LAJ3204:D)"
LAK2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAK1201:D)
LAK3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAK2201:D)
LAK3202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAK3201:D)
LAK4201,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAK3202:D, LAK3203:D)"
LAK4201HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAK3202:D, LAK3203:D)"
LAK4202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAK4201:D, LAK4201HM:D)"
LAK4202HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAK4201:D, LAK4201HM:D)"
LAK4203,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAK4202:D, LAK4202HM:D)"
LAK4203HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAK4202:D, LAK4202HM:D)"
LAL2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAL1201:D)
LAM2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAM1201:D)
LAM3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAM2201:D)
LAM3202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAM3201:D)
LAM4201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAM3202:D)
LAM4201HM,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAM3202:D)
LAR2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAR1201:D)
LAR3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAR2201:D)
LAR3202,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAR3201:D
)"
LAR4201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAR3202:D)
LAR4201HM,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAR3202:D
)"
LAR4202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) LAR4201:D )
LAR4202HM,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) LAR4201:D )
LAS2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAS1201:D)
LAS3201,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAS2201:D, YLS1201:D)"
LAS3202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAS3201:D, YLS1201:D)"
LAS4201,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAS3202:D, YLS1202:D)"
LAS4201HM,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAS3202:D,YLS1202:D
)"
LAS4202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAS4201:D, LAS4201HM:D, YLS2201:D)"
LAS4202HM,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAS4201:D,LAS4201HM:D,YLS2201:D
)"
LAS4203,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAS4202:D, LAS4202HM:D)"
LAS4203HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAS4202:D, LAS4202HM:D)"
LAS4204,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAS4203:D, LAS4203HM:D)"
LAS4204HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAS4203:D, LAS4203HM:D)"
LAT2201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAT1201:D)
LAT3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAT2201:D)
LAT3202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAT3201:D)
LAT4201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAT3202:D)
LAT4201HM,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAT3202:D)
LAT4202,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAT4201:D,LAT4201HM:D
)"
LAT4202HM,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAT4201:D,LAT4201HM:D
)"
LAT4203,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAT4202:D, LAT4202HM:D)"
LAT4203HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAT4202:D, LAT4202HM:D)"
LAT4204,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAT4203:D, LAT4203HM:D)"
LAT4204HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAT4203:D, LAT4203HM:D)"
LAV2201,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAV1201:D
)"
LAV3201,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAV2201:D
)"
LAV3202,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAV3201:D
)"
LAV4201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAV3202:D)
LAV4201HM,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAV3202:D)
LAV4202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAV4201:D, LAV4201HM:D)"
LAV4202HM,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LAV4201:D, LAV4201HM:D)"
LC2004,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LC2006A,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D, LC2004:D)"
LC2006B,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D, LC2004:D)"
LC2006D,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D, LC2004:D)"
LC2006E,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D, LC2004:D)"
LC2006F,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D, LC2004:D)"
LC2007,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LC1004:D AND COURSES (1) LC1001%:D
LC2008A,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D)
LC2008B,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D)
LC2008C,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D)
LC2008D,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D)
LC2008F,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D)
LC2008G,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D)
LC2010A,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LC2010B,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LC2010C,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LC2010D,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LC2010E,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LC2010F,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LC2012,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LC2013,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LC3001A,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LC1003:D, LC1004:D, LC1001%:D, LC1016:D, LC1015:CS, LC1025:D, LC1002%:D)"
LL4008BV,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LL4008A:D,LL4008AV:D
)"
LL4018V,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LL4056:D,LL4056V:D,LL4056A:D,LL4056AV:D,LL4056B:D,LL4056BV:D,LC2008A:D,LC2008B:D,LC2008C:D,LC2008D:D,LC2008E:D,LC2008F:D,LC2008G:D,LC5008A:D,LC6008A:D
)"
LL4019V,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LC2008A:D,LC2008B:D,LC2008C:D,LC2008D:D,LC2008E:D,LC2008F:D,LC2008G:D,LC5008A:D,LC6008A:D
)"
LL4109V,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) LL4050:D , LL4050V:D )"
LL4203A,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LL4203:D
)"
LL4203B,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) LL4203:D,LL4203A:D
)"
LL4203C,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) LL4203:D,LL4203A:D,LL4203B:D
)"
LL4338V,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LL4285:D, LL4285V:D, LL4029:D, LL4029V:D, LL4029AV:D, LL4029BV:D)"
LL4356V,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LL4032:D,LL4032V:D,LL4150:D,LL4150V:D,LL4178:D,LL4178V:D,LL4050:D,LL4050V:D,LL4285:D,LL4285V:D
)"
LL4393V,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LC1004:D,LC2008A:D,LC2008B:D,LC2008C:D,LC2008D:D,LC2008E:D,LC2008F:D,LC2008G:D,LC5008A:D,LC6008A:D
)"
LL4397,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LL4396:D
)"
LL4398,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) LL4396:D,LL4397:D
)"
LL4463V,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) LC2013:D , LCJ5013:D , LL4070V:D , LL4070:D , LLJ5070V:D , LLJ5070:D , LL4405:D , LLJ5405:D )"
LSM2191,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2105:D, LSM2106:D"
LSM2254,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2105:D, LSM2106:D"
LSM2288,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM1111:D
LSM2288R,"COURSES (1) LSM1102:D, LSM1105:D, LSM1106:D"
LSM2289,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM1111:D
LSM3210,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2106:D
LSM3211,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2106:D, PHS1111:D, PHS2102:D"
LSM3212,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2106:D
LSM3214,COURSES LSM2106:D
LSM3215,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2106:D
LSM3216,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2233:D)
LSM3217,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2233:D
LSM3219,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM3211:D)
LSM3220,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (2) LSM2105:D, LSM2106:D"
LSM3222,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2105:D, LSM2106:D, LSM2212:D"
LSM3223,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2233:D, PHS3123:D"
LSM3225,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2105:D , LSM2106:D , LSM2291:D"
LSM3226,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2233:D, LSM2252:D, LSM2291:D)"
LSM3227,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2105:D, LSM2106:D"
LSM3231,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2106:D
LSM3232,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2105:D, LSM2106:D, LSM2291:D"
LSM3233,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LSM2233:D
)"
LSM3234,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2233:D
LSM3235,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2105:D
LSM3241,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LSM2241:D
)"
LSM3243,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2106:D
LSM3244,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2105:D
LSM3246,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2105:D, LSM2106:D"
LSM3247,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2105:D, LSM2106:D"
LSM3252,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2107:D, LSM2252:D"
LSM3254,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2251:D)
LSM3255,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2251:D)
LSM3257,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2107:D, LSM2251:D, LSM2252:D"
LSM3265,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2251:D
LSM3266,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES LSM2252:D
LSM3267,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2251:D)
LSM3272,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2251:D, LSM2252:D"
LSM4210,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2211:D, LSM2232:D, LSM2233:D, LSM3210:D, LSM3220:D"
LSM4213,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) LSM3215:D , LSM3216:D )"
LSM4214,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM3211:D)
LSM4215,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM3212:D)
LSM4216,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LSM2211:D
)"
LSM4217,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM3217:D, LSM3224:D)"
LSM4218,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM1106:D, LSM2106:D"
LSM4220,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2233:D, LSM3210:D, PHS3123:D)"
LSM4221,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM3211:D)
LSM4222,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LSM3223:D
)"
LSM4223,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LSM3232:D,LSM3225:D
)"
LSM4225,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2232:D)
LSM4226,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LSM3223:D
	AND
	COURSES (1) LSM3225:D,LSM3232:D
)"
LSM4227,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (2) LSM2232:D, LSM2233:D"
LSM4228,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM2105:D
LSM4229,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) LSM3211:D, LSM3231:D"
LSM4232,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM2233:D)
LSM4234,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (2) LSM2232:D, LSM2233:D"
LSM4236,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM1102:D, LSM1106:D)"
LSM4241,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) LSM3231:D, LSM3241:D)"
